Revised,Number,Vocabulary,Meaning
,1834,dense,[形] 密集した，(霧などが)濃い
,1835,transparent,[形] 透明な
,1836,consistent,[形] ①(with ～)矛盾のない，一致している ②安定した，不変の
,1837,coherent,[形] 一貫している
,1838,universal,[形] 普遍的な
,1839,underlying,[形] 根底にある
,1840,spontaneous,[形] 自然発生的な
,1841,mock,[形] ①模擬の，見せかけの [他] ②(からかって)～をまねる ③～をあざける
,1842,collective,[形] 集団の、共同の
,1843,vertical,[形] 垂直の，縦の
,1844,ongoing,[形] 進行中の，継続中の
,1845,tender,[形] ①(肉などが)柔らかい ②(愛情があり)優しい ③(皮膚などが)弱い
,1846,upright,[副] ①直立して [形] ②直立した
,1847,ease,[名] ①簡単さ [他] ②(痛み，心配など)を和らげる，楽にする
,1848,rust,[名] ①さび〈不可算〉 [自] ②さびる
,1849,stain,[名] ①シミ，汚れ [他] ②～にシミをつける，～を汚す
,1850,rag,[名] ぼろ切れ
,1851,texture,[名] 感触、手触り
,1852,preliminary,[形] ①予備的な，事前の ②予選の [名] ③予選
,1853,mandatory,[形] 義務的な
,1854,indigenous,[形] (動[植]物，民族が)固有の
,1855,respective,[形] それぞれの
,1856,multiply,[他] ①～を増やす ②(A by B)(A)に(B を)掛ける [自] ③増える
,1857,soar,[自] ①(価格，温度が)急上昇する ②(鳥が)舞い上がる
,1858,diminish,[自] 減少する
,1859,accumulate,[他] ①～を蓄積する [自] ②蓄積する
,1860,exceed,[他] ～を越える
,1861,abundant,[形] 豊富な
,1862,ample,[形] 豊富な
,1863,gross,[形] ①総計の ②(食べ物，行動などが)ひどい
,1864,infinite,[形] 無限の
,1865,sole,[形] ①唯一の [名] ②足の裏，靴底
,1866,heap,[名] ①(積み重ねられたものの)山 ②(a ― of ～)たくさんの～
,1867,fraction,[名] ①少量 ②分数，端数
,1868,simultaneous,[形] 同時の
,1869,medieval,[形] 中世の
,1870,dawn,[名] ①夜明け [自] ②夜が明ける ③(on ～)(～に)わかり始める
,1871,span,[名] ①(継続した)期間 ②(集中力，注意力，機械の持続)期間
,1872,adolescent,[名] ①思春期の若者 [形] ②思春期の
,1873,millennium,[名] 1000年間
,1874,expire,[自] 期限が切れる
,1875,postpone,[他] ～を延期する
,1876,periodically,[副] 定期的に，周期的に，時折
,1877,array,[名] (an ― of ～)さまざまな，多彩な
,1878,realm,[名] 領域，領土
,1879,domain,[名] 領域
,1880,boundary,[名] 境界(線)
,1881,spectrum,[名] ①(思想・活動などの)範囲 ②(光の)スペクトル
,1882,equip,[他] ①～を装備させる，備え付ける ②(人)に(知識や能力などを)身につけさせる
,1883,transmit,[他] ①～を送る，伝える ②(病気など)をうつす
,1884,endow,[他] ～を授ける
,1885,inherit,[他] ～を受け継ぐ
,1886,retrieve,[他] ①～を回収する，取り戻す ②(ファイルなど)を検索する
,1887,displace,[他] ①～に取って代わる ②(戦争，災害などで)～を(故郷などから)追い出す
,1888,bond,[名] ①きずな ②公債，社債 (①②ともに〈可算〉)
,1889,hospitality,[名] もてなし，歓迎
,1890,certificate,[名] 証明書，免許状，鑑定書
,1891,brochure,[名] パンフレット
,1892,outlet,[名] ①(電気の)コンセント ②(販売)店 ③(感情などの)はけ口
,1893,accommodation,[名] (<米>―s)宿泊施設
,1894,haven,[名] 避難所、保護区
,1895,venue,[名] 開催地，会場
,1896,intersection,[名] 交差点
,1897,pavement,[名] (主に<英>)歩道
,1898,pedestrian,[名] 歩行者
,1899,excursion,[名] 小旅行，遠足
,1900,shipping,[名] (商品の)発送
,1901,thread,[名] ①糸 [他] ②～に糸を通す
,1902,ornament,[名] (小さな)飾り，置物
,1903,cosmetic,[名] ①(―s)化粧品 [形] ②美容の，化粧(用)の
,1904,chamber,[名] ①部屋 ②(協会などの)会議所，議院
,1905,commodity,[名] ①商品 ②有用なもの
,1906,dwell,[自] ①住む ②(on ～)(～をくどくど)考える
,1907,acoustic,[形] ①音響の ②(アンプを用いない)アコースティックの
,1908,recipe,[名] ①レシピ，調理法 ②秘訣，原因
,1909,intake,[名] 摂取(量)
,1910,precede,[他] ～に先行する
,1911,phase,[名] 段階，位相
,1912,priority,[名] 優先(事項)
,1913,premise,[名] ①前提 ②(―s)(建物を含めた)敷地
,1914,tomb,[名] 墓，古墳
,1915,legend,[名] ①伝説，言い伝え ②伝説的人物
,1916,masterpiece,[名] 傑作
,1917,ritual,[名] ①(宗教的)儀式 [形] ②儀式の
,1918,worship,[名] ①崇拝，礼拝 [他] ②～を崇拝する [自] ③(神社などに)お参りする
,1919,doctrine,[名] (宗教上などの)教義
,1920,legacy,[名] 遺産〈可算〉
,1921,sin,[名] (宗教上，道徳上の)罪
,1922,swear,[自] ①誓う ②罵る
,1923,confess,[自] ①（to ～）（～を）白状する [他] ②～を認める
,1924,carve,[他] ～を彫る，刻む
,1925,murmur,[自] つぶやく
,1926,verbal,[形] 言葉による
,1927,oral,[形] ①口述の ②口の
,1928,eloquent,[形] 雄弁な
,1929,linguistic,[形] 言語の，言語学の
,1930,metaphor,[名] 隠喩，比喩
,1931,prose,[名] 散文
,1932,narrative,[名] 語り，物語
,1933,plot,[名] ①（小説，演劇などの）筋 ②悪だくみ，陰謀
,1934,draft,[名] ①下書き，草稿 [他] ②～を徴兵する [形] ③（― beer）生の（ビール）
,1935,manuscript,[名] (手書きの)原稿，写本
,1936,paradox,[名] 逆説
,1937,slang,[名] （集合的に）俗語
,1938,riddle,[名] なぞなぞ，謎〈可算〉
,1939,exhibit,[他] ①～を展示する ②～を示す [名] ③展示物，展覧会
,1940,portray,[他] ～を描く
,1941,depict,[他] (主に文字や絵や彫刻などで)～を描く
,1942,landmark,[名] ①目印，名所 ②画期的な出来事
,1943,tease,[他] ～をからかう，冷やかす
,1944,delight,[他] ①～を喜ばせる [名] ②（大）喜び
,1945,astonish,[他] ～を（とても）驚かせる
,1946,dread,[他] ①～を恐れる [名] ②恐怖
,1947,attribute,[他] ①（A to B)（A）を（B）のせいだとする [名] ②特性，属性
,1948,console,[他] ～を慰める
,1949,arouse,[他] ～を呼び起こす
,1950,distract,[他] ①（注意，意識など）をそらす ②～の気を紛らす
,1951,startle,[他] ～を驚かせる
,1952,thrill,[他] ①～をぞくぞく［わくわく］させる [名] ②スリル
,1953,humiliate,[他] ～に恥をかかせる
,1954,adore,[他] ～を熱愛している
,1955,utter,[他] ①（叫び声など）を発する [形] ②まったくの
,1956,exclaim,[自] （驚き，怒りなどで）叫ぶ
,1957,shed,[他] ①（涙など）を流す ②（光）を当てる ③（不要なもの）～を取り除く ④（ヘビなどが）（皮）を脱ぐ，（木が葉っぱ）を落とす
,1958,resent,[他] ～に憤慨する
,1959,plead,[自] ①（with ～）（～に）懇願する [他] ②～を申し立てる
,1960,yearn,[自] ①切望する [他] ②～を切望する
,1961,long,[自] （for ～）（～を）切望する
,1962,immerse,[他] (A in B)(BにA)を没頭させる
,1963,bewilder,[他] （通例，受け身）～を当惑させる
,1964,despise,[他] ～を軽蔑する
,1965,willing,[形] （be ― to do）嫌がらずに～する
,1966,furious,[形] 激怒した
,1967,intimate,[形] ①親密な ②（知識などが）深い
,1968,aesthetic,[形] ①美的な ②審美眼がある
,1969,conscience,[名] 良心
,1970,mercy,[名] ①慈悲，情け ②幸運
,1971,compassion,[名] 同情，思いやり
,1972,impulse,[名] 衝動
,1973,aspiration,[名] 熱望
,1974,grief,[名] （人の死などに対する）深い悲しみ
,1975,contempt,[名] 軽蔑
,1976,insult,[名] ①侮辱 [他] ②～を侮辱する
,1977,nuisance,[名] 迷惑（になるもの）
,1978,surge,[名] ①(感情などの)高まり ②(数字など)急増
,1979,incentive,[名] 励み
,1980,outcome,[名] 結果
,1981,factor,[名] 要因
,1982,liable,[形] ①（to do）～しがちだ ②（to ～）（病気などに）かかりやすい ③（for ～）（～に対して）（法的に）責任がある
,1983,thorough,[形] 完全な，徹底的な
,1984,adequate,[形] 十分な，適切な
,1985,overall,[形] ①全体的な，全面的な [副] ②全体的に，全面的に
,1986,ultimate,[形] 究極の，最終の
,1987,genuine,[形] ①（感情が）心からの ②（絵画などが）本物の
,1988,slight,[形] わずかな
,1989,radical,[形] ①根本的な，抜本的な ②過激な
,1990,trivial,[形] ささいな
,1991,potent,[形] 強力な
,1992,likewise,[副] 同様に，同じように
,1993,virtually,[副] 事実上，ほとんど
,1994,abruptly,[副] 不意に，突然
,1995,deliberately,[副] ①故意に ②慎重に
,1996,exclusively,[副] もっぱら，～専用で
,1997,hence,[副] だから，それゆえに
,1998,namely,[副] すなわち
,1999,allegedly,[副] (本当かどうかはわからないが)伝えられるところによると
,2000,whereas,[接] ～だが一方
,2001,roam,[自] 歩き回る
,2002,stroll,[自] 散策する
,2003,circulate,[自] ①循環する [他] ②～を循環させる
,2004,wane,[自] （力・程度・色などが）衰える，（月が）欠ける
,2005,deteriorate,[自] 悪化する
,2006,plunge,[自] ①（into ～）（～に）突っ込む [他] ②（A into B）（A）を（B に）突っ込む
,2007,backfire,[自] 裏目に出る
,2008,cram,[自] ①詰め込み勉強をする [他] ②～を詰め込む
,2009,speculate,[自] ①推測する ②（株・土地などに）投機をする
,2010,evaporate,[自] 蒸発する
,2011,vomit,[自] ①吐く [他] ②～を吐く
,2012,frown,[自] （at ～）（～に）眉をひそめる，（on ～）（～に）難色を示す
,2013,hatch,[自] ①（卵から）かえる，孵化する [他] ②（卵から）～をかえす ③（計画など）を企てる
,2014,cling,[自] （to ～）（～に）固執する，しがみつく
,2015,adhere,[自] （to ～）（規則，主義，法律などに）忠実に従う
,2016,collaborate,[自] （to do）共同して働く
,2017,lag,[自] （behind ～）（～に）遅れる
,2018,cater,[自] ①料理を提供する ②（to ～）（～の要望などに）応える
,2019,flush,[自] （ほおなどが）紅潮する [他] ②～を水で流す
,2020,ascribe,[他] （A to B）（A）の原因は（B にある）と主張する
,2021,endorse,[他] （計画，候補者など）を支持する
,2022,disclose,[他] ～を公表する，暴く
,2023,improvise,[他] ～を即興で作る［歌う，演奏する］
,2024,transplant,[他] ①（花や木，器官など）を移植する [名] ②移植
,2025,encompass,[他] ～を含む
,2026,forge,[他] ①（関係など）を築く ②～を偽造する
,2027,entangle,[他] （be［get］ ―ed in［with］ ～)～に絡まる
,2028,entail,[他] （必然的に）～を伴う
,2029,herald,[他] ～の先触れをする
,2030,surpass,[他] ～を上回る
,2031,transcend,[他] （経験・理解などの限界）を超える
,2032,flatter,[他] ～にお世辞を言う
,2033,enact,[他] （法律など）を制定する
,2034,amend,[他] （憲法・法律など）を修正する
,2035,kidnap,[他] ～を誘拐する
,2036,smuggle,[他] ～を密輸する
,2037,convict,[他] ①～に有罪判決を下す [名] ②有罪判決を受けた者
,2038,hinder,[他] ～を妨げる
,2039,inflict,[他] （A on B）（BにA（痛み，打撃など））を与える
,2040,alleviate,[他] （苦痛・困難など）を軽減する
,2041,eradicate,[他] ～を根絶する
,2042,expel,[他] ～を追放する，～を退学処分にする
,2043,omit,[他] ～を省く
,2044,discard,[他] （不用品）を捨てる
,2045,curb,[他] ①～を抑制する [名] ②縁石
,2046,restrain,[他] ～を抑制する
,2047,inhibit,[他] ～を抑制する
,2048,hamper,[他] （しばしば受身形で）を妨げる，邪魔をする
,2049,lure,[他] ①～を誘い込む [名] ②魅力，誘惑
,2050,reassure,[他] ～を安心させる
,2051,dictate,[他] ①～を書き取らせる ②～を命令する，規定する
,2052,provoke,[他] ①（非難など）を引き起こす ②（意図的に）～を怒らせる
,2053,refine,[他] ～を洗練させる
,2054,enlighten,[他] ～を啓蒙する
,2055,unleash,[他] （怒りなど）を爆発させる，～の束縛を解く
,2056,prolong,[他] （時間・期間・感情など）を長引かせる
,2057,mitigate,[他] （苦痛・影響・罰など）～を緩和する
,2058,grind,[他] （穀物，肉など）を挽く
,2059,withstand,[他] ～に耐える
,2060,exert,[他] （力，影響力など）を働かせる
,2061,summon,[他] ①～を呼ぶ，召喚する，喚問する ②（勇気など）を奮い立たせる
,2062,thrust,[他] ①～を強く押しつける ②（刃物で）～を突き刺す
,2063,pierce,[他] ～を突き刺す，～を突き通す
,2064,harness,[他] （自然の力など）を利用する
,2065,excavate,[他] ～を発掘する
,2066,evade,[他] ～を逃れる
,2067,embody,[他] ～を具体化する
,2068,assimilate,[他] ①（食物，考えなど）を吸収する ②（言語，民族など）を同化する
,2069,discern,[他] ～を見分ける
,2070,scrutinize,[他] ～を詳細に調べる，精査する
,2071,streamline,[他] （作業・組織など）～を合理化する
,2072,mentor,[他] ①～を指導する [名] ②（会社，大学などでの）指導者
,2073,contemplate,[他] ～を熟考する
,2074,conjecture,[他] ～を推測する
,2075,presume,[他] ①（人が主語）～と推定する ②（計画などが主語）～を前提とする
,2076,gauge,[他] ～を（慎重に）判断する，評価する
,2077,verify,[他] （事実かどうか）を確かめる，検証する
,2078,pledge,[他] ～を誓う
,2079,dismay,[他] ①～を狼狽させる[名] ②狼狽
,2080,lament,[他] ～を深く悲しむ，嘆く
,2081,perplex,[他] ～を困惑させる
,2082,disgust,[他] ①～に嫌悪を抱かせる[名] ②嫌悪
,2083,evoke,[他] ～を呼び起こす
,2084,harbor,[他] ①（悪意・疑いなど）を心に抱く ②（菌など）を住まわせる
,2085,friction,[名] 摩擦
,2086,mutation,[名] 突然変異
,2087,heredity,[名] 遺伝
,2088,synthesis,[名] 合成，統合
,2089,veterinarian,[名] 獣医
,2090,epidemic,[名] （大）流行
,2091,obesity,[名] （病的な）肥満
,2092,neuron,[名] ニューロン，神経単位
,2093,dementia,[名] 認知症
,2094,diabetes,[名] 糖尿病
,2095,placebo,[名] 偽薬，プラシーボ
,2096,malnutrition,[名] 栄養失調
,2097,dehydration,[名] 脱水（症状）
,2098,abortion,[名] （妊娠）中絶（手術）
,2099,antibiotic,[名] （通例 ―s）抗生物質
,2100,psychiatry,[名] 精神科，精神医学
,2101,cardiologist,[名] 心臓専門医
,2102,kidney,[名] 腎臓
,2103,posture,[名] 姿勢
,2104,metabolism,[名] （新陳）代謝，代謝作用
,2105,famine,[名] 飢饉
,2106,riot,[名] 暴動〈可算〉
,2107,asylum,[名] 亡命
,2108,workforce,[名] 労働人口，総労働力
,2109,prefecture,[名] 県，府
,2110,hierarchy,[名] 階層構造
,2111,autonomy,[名] 自治（権），自主性
,2112,delegation,[名] 代表団，使節団
,2113,congress,[名] （米国などの）議会，会議
,2114,census,[名] 国勢［公的］調査
,2115,monarch,[名] 君主
,2116,monopoly,[名] 独占（権，品），独占企業
,2117,surplus,[名] ①余剰 ②（会計・財政）余剰金，黒字
,2118,expertise,[名] 専門的知識，専門的技術〈不可算〉
,2119,quota,[名] ノルマ，割り当て
,2120,subordinate,[名] ①部下 [形] ②下位の
,2121,warehouse,[名] 倉庫，〈英〉問屋
,2122,peasant,[名] （個々の）小作農
,2123,correlation,[名] 相関（関係）
,2124,asymmetry,[名] 非対称，不釣り合い
,2125,disparity,[名] 相違，不均衡
,2126,divergence,[名] 逸脱，相違，《数学》発散
,2127,clash,[名] ①衝突，対立 [自] ②（with ～）衝突する
,2128,persecution,[名] 迫害
,2129,genocide,[名] 大量虐殺
,2130,atrocity,[名] 残虐行為
,2131,bribe,[名] 賄賂
,2132,culprit,[名] ①（具体的な犯罪の）犯人 ②（何かの問題の）元凶
,2133,hostage,[名] 人質
,2134,conspiracy,[名] 陰謀
,2135,peril,[名] （大きな）危機
,2136,pitfall,[名] （通例 ―s）落とし穴，隠れた危険
,2137,itinerary,[名] 旅程（表）
,2138,upheaval,[名] 大変動
,2139,commencement,[名] ①開始 ②〈米〉（高校・大学の）卒業式，学位授与式
,2140,threshold,[名] （新しいものの）始まり
,2141,onset,[名] （通例良くないことの）始まり
,2142,momentum,[名] 勢い，はずみ
,2143,deterrent,[名] 抑止するもの
,2144,geometry,[名] 幾何学
,2145,anthropologist,[名] （文化）人類学者
,2146,internship,[名] 実務研修，医学研修
,2147,paradigm,[名] 理論的枠組，パラダイム
,2148,altruism,[名] 利他主義
,2149,claustrophobia,[名] 閉所恐怖症
,2150,Antarctic,[名] （the ―）南極（地方）
,2151,latitude,[名] 緯度（省略形 lat.）
,2152,odor,[名] （不快な）臭い
,2153,meadow,[名] 草地，牧草地
,2154,calamity,[名] （大きな）災害
,2155,precipitation,[名] 降水（量），〈化学〉沈殿
,2156,meteor,[名] 流星，隕石
,2157,asteroid,[名] 小惑星
,2158,eclipse,[名] （日食，月食などの）食
,2159,glacier,[名] 氷河
,2160,peninsula,[名] 半島
,2161,hemisphere,[名] 半球
,2162,lump,[名] ①かたまり，しこり [他] ②（together）～をひとかたまりにする
,2163,cluster,[名] （同種の）集団，（植物の）房
,2164,offspring,[名] （集合的に）（人間・動物の）子，子孫
,2165,livestock,[名] 家畜〈不可算〉
,2166,carnivore,[名] 肉食動物〈可算〉
,2167,vertebrate,[名] ①脊椎動物 [形] ②脊椎動物の
,2168,primate,[名] 霊長類
,2169,parasite,[名] 寄生虫［動物，植物］
,2170,cortex,[名] 皮質
,2171,sibling,[名] 兄弟姉妹
,2172,extrovert,[名] 外交的な人
,2173,stigma,[名] 汚名
,2174,plight,[名] 窮状，苦境
,2175,turmoil,[名] 混乱
,2176,fallacy,[名] 誤びゅう
,2177,loophole,[名] 抜け穴
,2178,congestion,[名] 混雑，充血
,2179,vacuum,[名] ①真空（状態），（政治などの）空白 [他] ②～に掃除機をかける
,2180,digit,[名] 桁
,2181,bulk,[名] （the ― of ～）（～の）大半
,2182,longevity,[名] 長寿，（在職期間などが）長いこと
,2183,detour,[名] 回り道
,2184,sewage,[名] 下水，（下水の）汚物，汚水
,2185,landfill,[名] 埋め立て〈不可算〉，埋め立て地〈可算〉
,2186,appliance,[名] （家庭用）器具
,2187,cuisine,[名] （独特の）料理（法）
,2188,beverage,[名] （通例 ―s）飲料
,2189,staple,[名] ①必需食料品，主要作物 [形] ②主要な
,2190,scenario,[名] （予想される）筋書き，事態，科学的モデル
,2191,autograph,[名] （有名人などの）サイン
,2192,archive,[名] ①（―s）（集合的に）記録文書，公文書 ②公文書保管庫
,2193,rhetoric,[名] ①美辞麗句，修辞（法)[形] ②修辞的な
,2194,connotation,[名] 言外の意味，含意
,2195,anecdote,[名] 逸話，秘話
,2196,lord,[名] ①（通例 the Lord）神 ②高位の貴族，支配者
,2197,saint,[名] ①聖人 ②（S―）（人名の前で）聖...
,2198,prophet,[名] 預言者，予言者
,2199,pilgrim,[名] 巡礼者
,2200,salvation,[名] 救済
,2201,artifact,[名] （考古学的価値のある）人工遺物，出土品（〈英〉artefact）
,2202,token,[名] ①（as a ― of）（～の）しるし（として)②（バスなどで使われる）代用硬貨，トークン ③〈英〉商品引換券
,2203,cue,[名] 合図、キュー
,2204,quest,[名] 探求
,2205,melancholy,[名] 憂うつ，ふさぎ込み
,2206,self-esteem,[名] 自尊心
,2207,empathy,[名] 共感（能力），感情移入
,2208,precaution,[名] 用心，予防策
,2209,distress,[名] ①苦しみ，苦難 [他] ②～を苦しめる
,2210,apprehension,[名] ①不安 ②逮捕
,2211,scorn,[名] 軽蔑
,2212,menace,[名] （to ～）（～にとっての）厄介なもの［人］，脅威
,2213,sentiment,[名] 感情
,2214,verge,[名] ①瀬戸際，寸前 ②道路べり，（場所の）縁
,2215,plausible,[形] （説明，言い訳などが）もっともらしい
,2216,holistic,[形] 全体（論）的な
,2217,contagious,[形] 感染（性）の
,2218,vocal,[形] ①発声の ②（about ～）（～について）遠慮なく意見を述べる
,2219,sensory,[形] 感覚の
,2220,numb,[形] （寒さや麻酔などで）麻痺している，感覚を失った
,2221,physiological,[形] 生理的な
,2222,bilateral,[形] 二国間の，双方の
,2223,feudal,[形] （主に欧州の）封建制の
,2224,imperial,[形] 帝国の
,2225,complementary,[形] 相補的な
,2226,pertinent,[形] ①（直接）関連のある ②適切な
,2227,intrinsic,[形] 固有の，本来備わっている
,2228,unprecedented,[形] 前例のない，空前の
,2229,tentative,[形] 仮の，試験的な
,2230,drastic,[形] 抜本的な，思い切った
,2231,ubiquitous,[形] 偏在している，至る所にある
,2232,pervasive,[形] 広く行き渡った
,2233,exponential,[形] （増加が）指数関数的な，急激な
,2234,perpetual,[形] 絶え間ない，永続する
,2235,future-oriented,[形] 未来志向の
,2236,intact,[形] 無傷の
,2237,maternal,[形] 母の，母親らしい
,2238,masculine,[形] 男性的な
,2239,juvenile,[形] 青少年の
,2240,intelligible,[形] 理解できる
,2241,dairy,[形] 酪農（業）の
,2242,stray,[形] （動物などが）家のない，道に迷った
,2243,dormant,[形] （火山などが）休止状態の，眠っている
,2244,comprehensive,[形] 包括的な
,2245,edible,[形] 食用の
,2246,perishable,[形] （食べ物などが）腐りやすい
,2247,naive,[形] 世間知らずの，愚直な
,2248,zealous,[形] 熱心な
,2249,timid,[形] 臆病な
,2250,delinquent,[形] 非行の
,2251,sober,[形] ①（酒に）酔っていない ②（人，習慣などが）真面目な
,2252,obstinate,[形] 頑固な，強情な
,2253,solitary,[形] ①（人が）孤高の ②ただひとつの
,2254,vulgar,[形] ①（人，行動が）品がない ②（冗談などが）卑わいな
,2255,skeptical,[形] 懐疑的な
,2256,accustomed,[形] （to ～）（～に）慣れている
,2257,obsessed,[形] （with［by］ ～）（～に）取りつかれて，頭が一杯で
,2258,preoccupied,[形] （with ～）（～に）夢中になった，（～で）頭がいっぱいで
,2259,prone,[形] （be ― to do）（好ましくないことを）～しがちである
,2260,apt,[形] （be ― to do）（本来的に）～する傾向がある
,2261,empirical,[形] 経験［実験］による
,2262,susceptible,[形] （to ～）（～の）影響を受けやすい
,2263,pivotal,[形] 極めて重要な
,2264,fabulous,[形] ①とても素敵な ②莫大な
,2265,splendid,[形] 素晴らしい
,2266,intriguing,[形] 興味深い
,2267,ingenious,[形] 独創的な
,2268,affluent,[形] 裕福な
,2269,renowned,[形] 有名な
,2270,eminent,[形] 著名な，地位が高い
,2271,conspicuous,[形] 目立つ
,2272,adept,[形] （at ～）（～に）熟練した
,2273,proficient,[形] 熟達した
,2274,immense,[形] 莫大な，膨大な
,2275,unanimous,[形] 満場一致の
,2276,reckless,[形] 無謀な
,2277,futile,[形] 無駄な
,2278,brutal,[形] 残忍な
,2279,ominous,[形] 不吉な
,2280,detrimental,[形] （to ～）（～に）有害な
,2281,wicked,[形] 邪悪な
,2282,cynical,[形] 冷笑的な
,2283,savage,[形] （とても）容赦ない，どう猛な
,2284,arbitrary,[形] 独断的な，勝手な
,2285,monotonous,[形] 単調な
,2286,crude,[形] ①粗末な，粗野な ②加工されていない
,2287,extravagant,[形] 法外な，金遣いが荒い
,2288,obsolete,[形] 廃れた
,2289,devoid,[形] （of ～）（～を完全に）欠いている
,2290,scarce,[形] 乏しい
,2291,solemn,[形] ①（場所，祝祭が）厳粛な，（音楽が）荘厳な ②（態度が）真面目な
,2292,rigid,[形] ①硬い ②（規則・行為・人などが）厳格な
,2293,robust,[形] がっしりした，（経済が）活発な
,2294,tangible,[形] 触れられる，明確な
,2295,superficial,[形] 表面的な
,2296,spatial,[形] 空間の
,2297,hollow,[形] ①空洞の ②（物の表面が）くぼんだ ③うわべだけの
,2298,homogeneous,[形] 均質の，同種の
,2299,feasible,[形] （計画・方法などが）実現［実行］可能な
,2300,viable,[形] （計画などが）実行可能な
